t_s,avail_bytes
27.531,4482
27.641,4482
27.75,4482
27.859,4482
27.969,4482
28.063,4482
28.172,4482
28.281,4482
28.391,4482
28.5,4482
28.609,4482
28.703,4482
28.813,4482
28.922,4482
29.031,4482
29.141,4482
29.25,4482
29.359,4482
29.453,4482
29.563,4482
29.672,4482
29.781,4482
29.875,4482
29.984,4482
30.094,4482
30.203,4482
30.297,4482
30.406,4482
30.516,4482
30.625,4482
30.734,4482
30.844,4482
30.953,4482
31.047,4482
31.156,4482
31.266,4482
31.375,4482
31.484,4482
31.594,4482
31.688,4482
31.797,4482
31.906,4482
32.016,4482
32.125,4482
32.219,4482
32.328,4482
32.438,4482
32.547,4482
32.656,4482
32.766,4482
32.859,4482
32.969,4482
33.078,4482
33.188,4482
33.297,4482
33.391,4482
33.5,4482
33.609,4482
33.719,4482
33.828,4482
33.938,4482
34.031,4482
34.141,4482
34.25,4482
34.359,4482
34.469,4482
34.563,4482
34.672,4482
34.781,4482
34.891,4482
35.0,4482
35.109,4482
35.203,4482
35.313,4482
35.422,4482
35.531,4482
35.641,4482
35.734,4482
35.844,4482
35.953,4482
36.063,4482
36.172,4482
36.266,4482
36.375,4482
36.484,4482
36.594,4482
36.703,4482
36.813,4482
36.922,4482
37.016,4482
37.125,4482
37.234,4482
37.344,4482
37.453,4482
37.547,4482
37.656,4482
37.766,4482
37.875,4482
37.984,4482
38.094,4482
38.203,4482
38.313,4482
38.406,4482
38.516,4482
38.625,4482
38.734,4482
38.844,4482
38.953,4482
39.063,4482
39.156,4482
39.266,4482
39.375,4482
39.484,4482
39.594,4482
39.703,4482
39.797,4482
39.906,4482
40.016,4482
40.125,4482
40.234,4482
40.344,4482
40.453,4482
40.547,4482
40.656,4482
40.766,4482
40.875,4482
40.984,4482
41.094,4482
41.203,4482
41.297,4482
41.406,4482
41.516,4482
41.625,4482
41.734,4482
41.828,4482
41.938,4482
42.047,4482
42.156,4482
42.266,4482
42.375,4482
42.469,4482
42.578,4482
42.688,4482
42.797,4482
42.906,4482
43.0,4482
43.109,4482
43.219,4482
43.328,4482
43.438,4482
43.547,4482
43.656,4482
43.75,4482
43.859,4482
43.969,4482
44.078,4482
44.188,4482
44.297,4482
44.391,4482
44.5,4482
44.609,4482
44.719,4482
44.828,4482
44.938,4482
45.031,4482
45.141,4482
45.25,4482
45.359,4482
45.469,4482
45.578,4482
45.672,4482
45.781,4482
45.891,4482
46.0,4482
46.109,4482
46.219,4482
46.328,4482
46.422,4482
46.531,4482
46.641,4482
46.75,4482
46.859,4482
46.969,4482
47.078,4482
47.172,4482
47.281,4482
47.391,4482
47.5,4482
47.609,4482
47.703,4482
47.813,4482
47.922,4482
48.031,4482
48.141,4482
48.234,4482
48.344,4482
48.453,4482
48.563,4482
48.672,4482
48.781,4482
48.875,4482
48.984,4482
49.094,4482
49.203,4482
49.313,4482
49.422,4482
49.531,4482
49.625,4482
49.734,4482
49.844,4482
49.953,4482
50.063,4482
50.172,4482
50.266,4482
50.375,4482
50.484,4482
50.594,4482
50.703,4482
50.813,4482
50.922,4482
51.016,4482
51.125,4482
51.234,4482
51.344,4482
51.438,4482
51.547,4482
51.656,4482
51.766,4482
51.875,4482
51.984,4482
52.094,4482
52.188,4482
52.297,4482
52.406,4482
52.516,4482
52.625,4482
52.719,4482
52.828,4482
52.938,4482
53.047,4482
53.156,4482
53.266,4482
53.359,4482
53.469,4482
53.578,4482
53.688,4482
53.797,4482
53.906,4482
54.0,4482
54.109,4482
54.219,4482
54.328,4482
54.438,4482
54.531,4482
54.641,4482
54.75,4482
54.859,4482
54.969,4482
55.063,4482
55.172,4482
55.281,4482
55.391,4482
55.5,4482
55.594,4482
55.703,4482
55.813,4482
55.922,4482
56.031,4482
56.141,4482
56.234,4482
56.344,4482
56.453,4482
56.563,4482
56.672,4482
56.766,4482
56.875,4482
56.984,4482
57.094,4482
57.203,4482
57.313,4482
57.406,4482
57.516,4482
57.625,4482
57.734,4482
57.844,4482
57.953,4482
58.047,4482
58.156,4482
58.266,4482
58.375,4482
58.484,4482
58.594,4482
58.688,4482
58.797,4482
58.906,4482
59.016,4482
59.125,4482
59.234,4482
59.328,4482
59.438,4482
59.547,4482
59.656,4482
59.766,4482
59.859,4482
59.969,4482
60.078,4482
60.188,4482
60.297,4482
60.406,4482
60.5,4482
60.609,4482
60.719,4482
60.828,4482
60.922,4482
61.031,4482
61.141,4482
61.25,4482
61.359,4482
61.453,4482
61.563,4482
61.672,4482
61.781,4482
61.875,4482
61.984,4482
62.094,4482
62.203,4482
62.313,4482
62.422,4482
62.516,4482
62.625,4482
62.734,4482
62.844,4482
62.953,4482
63.063,4482
63.156,4482
63.266,4482
63.375,4482
63.484,4482
63.594,4482
63.703,4482
63.797,4482
63.906,4482
64.016,4482
64.125,4482
64.234,4482
64.344,4482
64.438,4482
64.547,4482
64.656,4482
64.766,4482
64.875,4482
64.969,4482
65.078,4482
65.188,4482
65.297,4482
65.406,4482
65.516,4482
65.625,4482
65.719,4482
65.828,4482
65.938,4482
66.047,4482
66.156,4482
66.266,4482
66.375,4482
66.469,4482
66.578,4482
66.688,4482
66.797,4482
66.906,4482
67.016,4482
67.109,4482
67.219,4482
67.328,4482
67.438,4482
67.547,4482
67.641,4482
67.75,4482
67.859,4482
67.969,4482
68.078,4482
68.188,4482
68.281,4482
68.391,4482
68.5,4482
68.609,4482
68.719,4482
68.813,4482
68.922,4482
69.031,4482
69.141,4482
69.25,4482
69.359,4482
69.453,4482
69.563,4482
69.672,4482
69.781,4482
69.891,4482
70.0,4482
70.094,4482
70.203,4482
70.313,4482
70.422,4482
70.531,4482
70.641,4482
70.734,4482
70.844,4482
70.953,4482
71.063,4482
71.172,4482
71.281,4482
71.391,4482
71.484,4482
71.594,4482
71.703,4482
71.813,4482
71.922,4482
72.031,4482
72.125,4482
72.234,4482
72.344,4482
72.453,4482
72.563,4482
72.656,4482
72.766,4482
72.875,4482
72.984,4482
73.094,4482
73.188,4482
73.297,4482
73.406,4482
73.516,4482
73.625,4482
73.734,4482
73.844,4482
73.938,4482
74.047,4482
74.156,4482
74.266,4482
74.375,4482
74.484,4482
74.594,4482
74.688,4482
74.797,4482
74.906,4482
75.016,4482
75.125,4482
75.234,4482
75.328,4482
75.438,4482
75.547,4482
75.656,4482
75.766,4482
75.875,4482
75.969,4482
76.078,4482
76.188,4482
76.297,4482
76.406,4482
76.516,4482
76.625,4482
76.719,4482
76.828,4482
76.938,4482
77.047,4482
77.156,4482
77.266,4482
77.359,4482
77.469,4482
77.578,4482
77.688,4482
77.797,4482
77.906,4482
78.0,4482
78.109,4482
78.219,4482
78.328,4482
78.438,4482
78.547,4482
78.641,4482
78.75,4482
78.859,4482
78.969,4482
79.078,4482
79.188,4482
79.281,4482
79.391,4482
79.5,4482
79.609,4482
79.719,4482
79.828,4482
79.922,4482
80.031,4482
80.141,4482
80.25,4482
80.359,4482
80.469,4482
80.578,4482
80.688,4482
80.781,4482
80.891,4482
81.0,4482
81.109,4482
81.219,4482
81.328,4482
81.422,4482
81.531,4482
81.641,4482
81.75,4482
81.859,4482
81.969,4482
82.063,4482
82.172,4482
82.281,4482
82.391,4482
82.5,4482
82.609,4482
82.703,4482
82.813,4482
82.922,4482
83.031,4482
83.141,4482
83.25,4482
83.344,4482
83.453,4482
83.563,4482
83.672,4482
83.781,4482
83.891,4482
83.984,4482
84.094,4482
84.203,4482
84.313,4482
84.422,4482
84.531,4482
84.641,4482
84.75,4482
84.844,4482
84.953,4482
85.063,4482
85.172,4482
85.281,4482
85.391,4482
85.484,4482
85.594,4482
85.703,4482
85.813,4482
85.922,4482
86.031,4482
86.141,4482
86.234,4482
86.344,4482
86.453,4482
86.563,4482
86.672,4482
86.781,4482
86.891,4482
86.984,4482
87.094,4482
87.203,4482
87.313,4482
87.422,4482
87.531,4482
87.625,4482
87.734,4482
87.844,4482
87.953,4482
88.063,4482
88.172,4482
88.266,4482
88.375,4482
88.484,4482
88.594,4482
88.703,4482
88.813,4482
88.922,4482
89.016,4482
89.125,4482
89.234,4482
89.344,4482
89.453,4482
89.563,4482
89.672,4482
89.781,4482
89.875,4482
89.984,4482
90.094,4482
90.203,4482
90.313,4482
90.422,4482
90.516,4482
90.625,4482
90.734,4482
90.844,4482
90.953,0
92.0,0
93.0,0
94.0,0
95.0,0
96.0,0
97.0,0
98.0,0
99.0,0
100.0,0
101.0,0
102.0,0
103.0,0
104.0,0
105.0,0
106.0,0
