tick,observer_actor_id,ship_id,presence,px_mm,py_mm,pz_mm,vx_mm_s,vy_mm_s,vz_mm_s,render_offset_mm,render_offset_deg
1645906,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93767,11999634,0,5,0,0,0
1645906,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645908,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93766,11999634,0,5,0,0,0
1645908,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645910,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93766,11999634,0,5,0,0,0
1645910,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645912,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93765,11999634,0,5,0,0,0
1645912,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645914,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93765,11999634,0,5,0,0,0
1645914,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645916,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93764,11999634,0,5,0,0,0
1645916,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645918,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93764,11999634,0,5,0,0,0
1645918,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645920,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93763,11999634,0,5,0,0,0
1645920,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645922,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93763,11999634,0,5,0,0,0
1645922,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645924,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93763,11999634,0,5,0,0,0
1645924,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645926,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93762,11999634,0,5,0,0,0
1645926,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645928,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93762,11999634,0,5,0,0,0
1645928,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645930,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93761,11999634,0,5,0,0,0
1645930,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645932,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93761,11999634,0,5,0,0,0
1645932,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645934,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93760,11999634,0,5,0,0,0
1645934,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645936,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93760,11999634,0,5,0,0,0
1645936,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645938,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93759,11999634,0,5,0,0,0
1645938,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645940,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93759,11999634,0,5,0,0,0
1645940,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645942,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93758,11999634,0,5,0,0,0
1645942,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645944,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93758,11999634,0,5,0,0,0
1645944,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645946,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93757,11999634,0,5,0,0,0
1645946,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645948,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93757,11999634,0,5,0,0,0
1645948,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645950,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93756,11999634,0,5,0,0,0
1645950,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645952,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93756,11999634,0,5,0,0,0
1645952,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645954,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93755,11999634,0,5,0,0,0
1645954,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645956,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93755,11999634,0,5,0,0,0
1645956,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645958,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93754,11999634,0,5,0,0,0
1645958,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645960,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93754,11999634,0,5,0,0,0
1645960,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645962,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93754,11999634,0,5,0,0,0
1645962,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645964,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93753,11999634,0,5,0,0,0
1645964,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645966,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93753,11999634,0,5,0,0,0
1645966,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645968,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93752,11999634,0,5,0,0,0
1645968,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645970,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93752,11999634,0,5,0,0,0
1645970,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645972,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93751,11999634,0,5,0,0,0
1645972,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645974,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93751,11999634,0,5,0,0,0
1645974,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645976,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93750,11999634,0,5,0,0,0
1645976,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645978,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93750,11999634,0,5,0,0,0
1645978,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645980,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93749,11999634,0,5,0,0,0
1645980,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645982,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93749,11999634,0,5,0,0,0
1645982,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645984,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93748,11999634,0,5,0,0,0
1645984,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645986,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93748,11999634,0,5,0,0,0
1645986,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645988,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93747,11999634,0,5,0,0,0
1645988,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645990,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93747,11999634,0,5,0,0,0
1645990,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645992,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93746,11999634,0,5,0,0,0
1645992,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645994,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93746,11999634,0,5,0,0,0
1645994,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645996,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93745,11999634,0,5,0,0,0
1645996,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1645998,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93745,11999634,0,5,0,0,0
1645998,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646000,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93745,11999634,0,5,0,0,0
1646000,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646002,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93744,11999634,0,5,0,0,0
1646002,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646004,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93744,11999634,0,5,0,0,0
1646004,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646006,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93743,11999634,0,5,0,0,0
1646006,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646008,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93743,11999634,0,5,0,0,0
1646008,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646010,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93742,11999634,0,5,0,0,0
1646010,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646012,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93742,11999634,0,5,0,0,0
1646012,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646014,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93741,11999634,0,5,0,0,0
1646014,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646016,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93741,11999634,0,5,0,0,0
1646016,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646018,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93740,11999634,0,5,0,0,0
1646018,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646020,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93740,11999634,0,5,0,0,0
1646020,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646022,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93739,11999634,0,5,0,0,0
1646022,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646024,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93739,11999634,0,5,0,0,0
1646024,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646026,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93738,11999634,0,5,0,0,0
1646026,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646028,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93738,11999634,0,5,0,0,0
1646028,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646030,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93737,11999634,0,5,0,0,0
1646030,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646032,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93737,11999634,0,5,0,0,0
1646032,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646034,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93736,11999634,0,5,0,0,0
1646034,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646036,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93736,11999634,0,5,0,0,0
1646036,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646038,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93736,11999634,0,5,0,0,0
1646038,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646040,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93735,11999634,0,5,0,0,0
1646040,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646042,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93735,11999634,0,5,0,0,0
1646042,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646044,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93734,11999634,0,5,0,0,0
1646044,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646046,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93734,11999634,0,5,0,0,0
1646046,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646048,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93733,11999634,0,5,0,0,0
1646048,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646050,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93733,11999634,0,5,0,0,0
1646050,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646052,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93732,11999634,0,5,0,0,0
1646052,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646054,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93732,11999634,0,5,0,0,0
1646054,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646056,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93731,11999634,0,5,0,0,0
1646056,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646058,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93731,11999634,0,5,0,0,0
1646058,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646060,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93730,11999634,0,5,0,0,0
1646060,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646062,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93730,11999634,0,5,0,0,0
1646062,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646064,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93729,11999634,0,5,0,0,0
1646064,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646066,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93729,11999634,0,5,0,0,0
1646066,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646068,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93728,11999634,0,5,0,0,0
1646068,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646070,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93728,11999634,0,5,0,0,0
1646070,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646072,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93727,11999634,0,5,0,0,0
1646072,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646074,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93727,11999634,0,5,0,0,0
1646074,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646076,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93727,11999634,0,5,0,0,0
1646076,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646078,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93726,11999634,0,5,0,0,0
1646078,01a0b1c2-b010-7000-8000-000000000000,01a0d921-5ff4-7133-9068-4b22e8b073f0,ACTIVE,2370073,-170612,410199,0,0,0,0,0
1646080,01a0b1c2-b010-7000-8000-000000000000,01a0d920-b540-73ae-8e18-b25eb305279f,ACTIVE,0,-93726,11999634,0,5,0,0,0
