t_s,avail_bytes
212.563,4486
212.672,4486
212.782,4486
212.875,4486
212.985,4486
213.094,4486
213.204,4486
213.313,4486
213.422,4486
213.532,4486
213.641,4486
213.75,4486
213.844,4486
213.954,4486
214.063,4486
214.172,4486
214.282,4486
214.391,4486
214.5,4486
214.594,4486
214.704,4486
214.813,4486
214.922,4486
215.032,4486
215.141,4486
215.235,4486
215.344,4486
215.454,4486
215.563,4486
215.672,4486
215.782,4486
215.891,4486
215.985,4486
216.094,4486
216.204,4486
216.313,4486
216.422,4486
216.532,4486
216.641,4486
216.735,4486
216.844,4486
216.954,4486
217.063,4486
217.172,4486
217.266,4486
217.375,4486
217.485,4486
217.594,4486
217.704,4486
217.797,4486
217.907,4486
218.016,4486
218.125,4486
218.235,4486
218.344,4486
218.438,4486
218.547,4486
218.657,4486
218.766,4486
218.875,4486
218.985,4486
219.079,4486
219.188,4486
219.297,4486
219.407,4486
219.672,0
