tick,observer_actor_id,ship_id,presence,px_mm,py_mm,pz_mm,vx_mm_s,vy_mm_s,vz_mm_s
359786,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359788,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359790,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359792,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359794,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359796,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359798,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359800,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359802,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359804,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359806,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359808,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359810,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359812,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359814,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359816,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359818,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359820,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359822,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359824,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359826,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359828,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359830,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359832,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359834,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359836,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359838,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359840,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359842,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359844,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359846,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359848,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359850,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359852,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359854,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359856,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359858,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359860,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359862,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359864,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359866,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
359868,01a0b1c2-b010-7000-8000-000000000000,01a0bf1e-9fc5-738e-b1bb-cef8d216006a,ACTIVE,0,-250000,2500000,0,0,0
