tick,observer_actor_id,ship_id,presence,px_mm,py_mm,pz_mm,vx_mm_s,vy_mm_s,vz_mm_s,render_offset_mm,render_offset_deg
1574350,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574350,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574352,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574352,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574354,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574354,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574356,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574356,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574358,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574358,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574360,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574360,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574362,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574362,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574364,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574364,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574366,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574366,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574368,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574368,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574370,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574370,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574372,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574372,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574374,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574374,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574376,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574376,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574378,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574378,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
1574380,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-414ca8ab514d,ACTIVE,1250000,250000,-2165064,0,0,0,0,0.0000
1574380,01a0b1c2-7e57-7c11-8e57-000000000001,01a0d778-4a7f-7547-ac98-41471799f490,ACTIVE,2500000,250000,0,0,0,0,0,0.0000
