tick,observer_actor_id,ship_id,presence,px_mm,py_mm,pz_mm,vx_mm_s,vy_mm_s,vz_mm_s,render_offset_mm,render_offset_deg
1578608,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-118657,2579824,0,19975,83648,0,0
1578610,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-116823,2588452,0,17786,87155,0,0
1578612,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-115209,2597430,0,15594,90660,0,0
1578614,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-113814,2606759,0,13401,94164,0,0
1578616,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-112638,2616438,0,11206,97667,0,0
1578618,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-111682,2626468,0,9012,101171,0,0
1578620,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110946,2636848,0,6818,104675,0,0
1578622,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110428,2647578,0,4624,108178,0,0
1578624,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110131,2658658,0,2430,111682,0,0
1578626,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110052,2670089,0,236,115186,0,0
1578628,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110033,2681870,0,197,118686,0,0
1578630,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-110013,2694002,0,203,122186,0,0
1578632,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109992,2706483,0,209,125686,0,0
1578634,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109970,2719314,0,215,129186,0,0
1578636,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109949,2732495,0,221,132686,0,0
1578638,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109926,2746026,0,226,136186,0,0
1578640,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109903,2759907,0,232,139686,0,0
1578642,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109880,2773889,0,232,139650,0,0
1578644,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109857,2787802,0,231,138950,0,0
1578646,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109834,2801644,0,230,138250,0,0
1578648,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109811,2815417,0,229,137550,0,0
1578650,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109788,2829119,0,227,136850,0,0
1578652,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109765,2842752,0,226,136150,0,0
1578654,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109743,2856314,0,225,135450,0,0
1578656,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109720,2869807,0,224,134750,0,0
1578658,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109698,2883229,0,223,134050,0,0
1578660,01a0b1c2-b010-7000-8000-000000000000,01a0d837-18af-7176-b619-ae2097259ffb,ACTIVE,0,-109676,2896582,0,222,133350,0,0
